App name,No.,Time,Source,Destination,Protocol,Length
Gmail,32768,572.496279,172.30.1.250,172.30.1.1,TCP,96
Gmail,32769,572.496492,172.30.1.1,172.30.1.250,TCP,88
Gmail,32770,572.499896,172.30.1.1,172.30.1.250,TLSv1.3,604
Gmail,32771,572.500315,172.30.1.250,172.30.1.1,TCP,88
Gmail,32801,572.562208,172.30.1.250,172.30.1.1,TLSv1.3,1424
Gmail,32802,572.562586,172.30.1.1,172.30.1.250,TCP,88
Gmail,32803,572.569049,172.30.1.250,172.30.1.1,TLSv1.3,3172
Gmail,32804,572.569275,172.30.1.1,172.30.1.250,TCP,88
Gmail,32820,572.590903,172.30.1.1,172.30.1.250,TLSv1.3,160
Gmail,32822,572.591123,172.30.1.250,172.30.1.1,TCP,88
Gmail,32823,572.591364,172.30.1.1,172.30.1.250,TLSv1.3,184
Gmail,32824,572.591449,172.30.1.250,172.30.1.1,TCP,88
Gmail,32825,572.592567,172.30.1.1,172.30.1.250,TLSv1.3,804
Gmail,32826,572.592652,172.30.1.250,172.30.1.1,TCP,88
Gmail,32827,572.593937,172.30.1.1,172.30.1.250,TLSv1.3,392
Gmail,32828,572.594068,172.30.1.250,172.30.1.1,TCP,88
Gmail,32857,572.650478,172.30.1.250,172.30.1.1,TLSv1.3,972
Gmail,32858,572.650699,172.30.1.1,172.30.1.250,TCP,88
Gmail,32859,572.653523,172.30.1.1,172.30.1.250,TLSv1.3,120
Gmail,32860,572.654056,172.30.1.250,172.30.1.1,TCP,88
Gmail,32904,572.745974,172.30.1.250,172.30.1.1,TLSv1.3,3272
Gmail,32905,572.746393,172.30.1.1,172.30.1.250,TCP,88
Gmail,32907,572.751634,172.30.1.250,172.30.1.1,TLSv1.3,156
Gmail,32908,572.751772,172.30.1.1,172.30.1.250,TCP,88
Gmail,32909,572.752731,172.30.1.1,172.30.1.250,TLSv1.3,128
Gmail,32910,572.75287,172.30.1.250,172.30.1.1,TCP,88
Gmail,32945,572.829013,172.30.1.1,172.30.1.250,TLSv1.3,532
Gmail,32947,572.829427,172.30.1.250,172.30.1.1,TCP,88
Gmail,32948,572.829547,172.30.1.1,172.30.1.250,TLSv1.3,604
Gmail,32949,572.829988,172.30.1.250,172.30.1.1,TCP,88
Gmail,33004,572.950729,172.30.1.250,172.30.1.1,TLSv1.3,192
Gmail,33005,572.95421,172.30.1.250,172.30.1.1,TLSv1.3,156
Gmail,33006,572.954986,172.30.1.1,172.30.1.250,TCP,88
Gmail,33007,572.955231,172.30.1.1,172.30.1.250,TLSv1.3,128
Gmail,33008,572.955352,172.30.1.250,172.30.1.1,TCP,88
Gmail,34884,577.508398,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,36288,580.946022,172.30.1.1,172.30.1.250,DNS,112
Accountable2You,36318,581.014015,172.30.1.250,172.30.1.1,DNS,152
Accountable2You,36323,581.018185,172.30.1.1,172.30.1.250,TCP,108
Accountable2You,36340,581.068484,172.30.1.250,172.30.1.1,TCP,96
Accountable2You,36341,581.069037,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,36343,581.070299,172.30.1.1,172.30.1.250,TLSv1.3,604
Accountable2You,36344,581.070513,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,36383,581.151801,172.30.1.250,172.30.1.1,TLSv1.3,6780
Accountable2You,36384,581.152168,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,36392,581.169882,172.30.1.1,172.30.1.250,TLSv1.3,152
Accountable2You,36393,581.170256,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,36395,581.173011,172.30.1.1,172.30.1.250,TLSv1.3,132
Accountable2You,36398,581.173116,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,36399,581.173191,172.30.1.1,172.30.1.250,TLSv1.3,160
Accountable2You,36400,581.173221,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,36401,581.173966,172.30.1.1,172.30.1.250,TLSv1.3,160
Accountable2You,36402,581.174013,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,36434,581.250896,172.30.1.250,172.30.1.1,TLSv1.3,732
Accountable2You,36436,581.251171,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,36438,581.253442,172.30.1.1,172.30.1.250,TLSv1.3,120
Accountable2You,36439,581.253576,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,36450,581.278881,172.30.1.250,172.30.1.1,TLSv1.3,336
Accountable2You,36451,581.278963,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,36456,581.280538,172.30.1.1,172.30.1.250,TLSv1.3,128
Accountable2You,36457,581.280648,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,36458,581.280762,172.30.1.1,172.30.1.250,TLSv1.3,112
Accountable2You,36459,581.280792,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,36460,581.281271,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,36461,581.281326,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,36462,581.287714,172.30.1.1,172.30.1.250,TLSv1.3,980
Accountable2You,36463,581.287869,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,36485,581.336389,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,36572,581.534324,172.30.1.250,172.30.1.1,TLSv1.3,676
Accountable2You,36574,581.534552,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,41337,592.50652,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,41342,592.527465,172.30.1.1,172.30.1.250,TCP,108
WhatsApp,41356,592.560488,172.30.1.250,172.30.1.1,TCP,96
WhatsApp,41357,592.561044,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,41360,592.567519,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,41361,592.567734,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,41362,592.56784,172.30.1.1,172.30.1.250,TCP,100
WhatsApp,41364,592.567962,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,41375,592.579198,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,41376,592.579417,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,41377,592.579561,172.30.1.1,172.30.1.250,TCP,352
WhatsApp,41378,592.579665,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,41404,592.654849,172.30.1.250,172.30.1.1,TCP,200
WhatsApp,41405,592.655244,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,41414,592.668785,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,41415,592.668873,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,41416,592.669106,172.30.1.1,172.30.1.250,TCP,288
WhatsApp,41417,592.66915,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,41418,592.669875,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,41419,592.669892,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,41420,592.66995,172.30.1.1,172.30.1.250,TCP,124
WhatsApp,41421,592.669962,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,41485,592.809496,172.30.1.250,172.30.1.1,TCP,328
WhatsApp,41486,592.809682,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,41504,592.863389,172.30.1.250,172.30.1.1,TCP,124
WhatsApp,41505,592.863535,172.30.1.1,172.30.1.250,TCP,88
Google Play service,43563,597.522978,172.30.1.250,172.30.1.1,TCP,88
Gmail,45819,602.523233,172.30.1.250,172.30.1.1,TCP,88
Google Play service,46248,603.446361,172.30.1.1,172.30.1.250,TCP,108
Google Play service,46278,603.518781,172.30.1.250,172.30.1.1,TCP,96
Google Play service,46280,603.519216,172.30.1.1,172.30.1.250,TCP,88
Google Play service,46287,603.523537,172.30.1.1,172.30.1.250,TLSv1.3,624
Google Play service,46288,603.52391,172.30.1.250,172.30.1.1,TCP,88
Google Play service,46329,603.614352,172.30.1.250,172.30.1.1,TLSv1.3,292
Google Play service,46330,603.615027,172.30.1.1,172.30.1.250,TCP,88
Google Play service,46333,603.615801,172.30.1.1,172.30.1.250,TLSv1.3,152
Google Play service,46334,603.615895,172.30.1.250,172.30.1.1,TCP,88
Google Play service,46344,603.632169,172.30.1.1,172.30.1.250,TLSv1.3,512
Google Play service,46345,603.632245,172.30.1.250,172.30.1.1,TCP,88
Google Play service,46369,603.696123,172.30.1.250,172.30.1.1,TLSv1.3,624
Google Play service,46370,603.696417,172.30.1.1,172.30.1.250,TCP,88
Google Play service,46379,603.707654,172.30.1.250,172.30.1.1,TLSv1.3,204
Google Play service,46381,603.707845,172.30.1.1,172.30.1.250,TCP,88
Google Fi,48123,607.52231,172.30.1.250,172.30.1.1,TCP,88
Gmail,60629,632.526414,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,65180,641.558911,172.30.1.1,172.30.1.250,TCP,108
Accountable2You,65208,641.60724,172.30.1.250,172.30.1.1,TCP,96
Accountable2You,65211,641.60802,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,65215,641.609251,172.30.1.1,172.30.1.250,TLSv1.3,604
Accountable2You,65216,641.609696,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,65236,641.652105,172.30.1.250,172.30.1.1,TLSv1.3,6780
Accountable2You,65239,641.652645,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,65248,641.662262,172.30.1.1,172.30.1.250,TLSv1.3,152
Accountable2You,65249,641.662393,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,65250,641.663684,172.30.1.1,172.30.1.250,TLSv1.3,132
Accountable2You,65251,641.663758,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,65252,641.663974,172.30.1.1,172.30.1.250,TLSv1.3,124
Accountable2You,65253,641.663999,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,65254,641.664165,172.30.1.1,172.30.1.250,TLSv1.3,124
Accountable2You,65255,641.664213,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,65257,641.664922,172.30.1.1,172.30.1.250,TLSv1.3,160
Accountable2You,65258,641.664981,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,65290,641.736747,172.30.1.250,172.30.1.1,TLSv1.3,956
Accountable2You,65291,641.737262,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,65294,641.739936,172.30.1.1,172.30.1.250,TLSv1.3,112
Accountable2You,65296,641.740194,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,65297,641.740421,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,65298,641.740471,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,65299,641.744143,172.30.1.1,172.30.1.250,TLSv1.3,856
Accountable2You,65300,641.74427,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,65319,641.776769,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,65373,641.866455,172.30.1.250,172.30.1.1,TLSv1.3,676
Accountable2You,65374,641.86791,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,71006,652.527136,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,71026,652.551642,172.30.1.1,172.30.1.250,TCP,108
WhatsApp,71060,652.612051,172.30.1.250,172.30.1.1,TCP,96
WhatsApp,71061,652.612391,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,71068,652.618649,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,71069,652.618974,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,71070,652.619136,172.30.1.1,172.30.1.250,TCP,100
WhatsApp,71071,652.619225,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,71072,652.623932,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,71073,652.6246,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,71074,652.624775,172.30.1.1,172.30.1.250,TCP,352
WhatsApp,71075,652.624881,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,71108,652.682699,172.30.1.250,172.30.1.1,TCP,200
WhatsApp,71109,652.6833,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,71117,652.694449,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,71118,652.694596,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,71119,652.694758,172.30.1.1,172.30.1.250,TCP,292
WhatsApp,71120,652.694828,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,71121,652.69491,172.30.1.1,172.30.1.250,TCP,124
WhatsApp,71122,652.694936,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,71204,652.85102,172.30.1.250,172.30.1.1,TCP,328
WhatsApp,71205,652.85232,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,71231,652.907398,172.30.1.250,172.30.1.1,TCP,124
WhatsApp,71232,652.908699,172.30.1.1,172.30.1.250,TCP,88
Google Fi,76451,663.343279,172.30.1.1,172.30.1.250,DNS,116
Google Fi,76471,663.391441,172.30.1.250,172.30.1.1,DNS,372
Google Fi,76482,663.411141,172.30.1.1,172.30.1.250,QUIC,1324
Google Fi,76484,663.412676,172.30.1.1,172.30.1.250,TCP,108
Google Fi,76502,663.46263,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76503,663.462779,172.30.1.250,172.30.1.1,TCP,96
Google Fi,76505,663.463187,172.30.1.1,172.30.1.250,TCP,88
Google Fi,76507,663.463311,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76508,663.463374,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76512,663.468993,172.30.1.1,172.30.1.250,QUIC,1324
Google Fi,76513,663.470279,172.30.1.1,172.30.1.250,QUIC,116
Google Fi,76514,663.472231,172.30.1.1,172.30.1.250,TLSv1.3,816
Google Fi,76515,663.472628,172.30.1.250,172.30.1.1,TCP,88
Google Fi,76537,663.507303,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76538,663.507352,172.30.1.250,172.30.1.1,QUIC,268
Google Fi,76540,663.50969,172.30.1.1,172.30.1.250,QUIC,116
Google Fi,76543,663.522002,172.30.1.1,172.30.1.250,QUIC,160
Google Fi,76544,663.523675,172.30.1.1,172.30.1.250,QUIC,140
Google Fi,76546,663.526754,172.30.1.1,172.30.1.250,QUIC,1320
Google Fi,76547,663.527213,172.30.1.1,172.30.1.250,QUIC,420
Google Fi,76548,663.527639,172.30.1.1,172.30.1.250,QUIC,256
Google Fi,76549,663.536165,172.30.1.250,172.30.1.1,TLSv1.3,420
Google Fi,76550,663.537014,172.30.1.1,172.30.1.250,TCP,88
Google Fi,76554,663.54116,172.30.1.1,172.30.1.250,TLSv1.3,160
Google Fi,76555,663.541261,172.30.1.250,172.30.1.1,TCP,88
Google Fi,76581,663.593996,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76582,663.596365,172.30.1.250,172.30.1.1,QUIC,196
Google Fi,76583,663.596512,172.30.1.250,172.30.1.1,TLSv1.3,952
Google Fi,76584,663.59665,172.30.1.1,172.30.1.250,TCP,88
Google Fi,76585,663.596674,172.30.1.250,172.30.1.1,QUIC,100
Google Fi,76586,663.596723,172.30.1.250,172.30.1.1,QUIC,104
Google Fi,76588,663.59828,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76606,663.625719,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76702,663.823697,172.30.1.250,172.30.1.1,QUIC,1320
Google Fi,76703,663.82385,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76704,663.826352,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76705,663.826475,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76706,663.827445,172.30.1.1,172.30.1.250,QUIC,112
Google Fi,76707,663.830087,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76708,663.83032,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76709,663.831668,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76710,663.832904,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76712,663.840056,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76713,663.840568,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76719,663.843936,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76726,663.854379,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76727,663.854747,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76728,663.857582,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76729,663.857716,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76730,663.857766,172.30.1.250,172.30.1.1,QUIC,680
Google Fi,76731,663.857977,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76735,663.864584,172.30.1.250,172.30.1.1,QUIC,1320
Google Fi,76738,663.866824,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76748,663.88018,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76750,663.882929,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76751,663.883988,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76753,663.894759,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76754,663.894957,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76755,663.89602,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76768,663.927484,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76769,663.930427,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76770,663.931318,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76776,663.947708,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76780,663.952636,172.30.1.1,172.30.1.250,QUIC,112
Google Fi,76784,663.956827,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76785,663.961648,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76787,663.962056,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76788,663.964632,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76790,663.967573,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76791,663.967693,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76792,663.968256,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76802,663.980811,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76803,663.982305,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76804,663.994682,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76806,663.995024,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76807,663.997419,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76808,663.999178,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76809,663.999706,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76810,663.999971,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76821,664.022715,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76822,664.023765,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76823,664.029953,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76824,664.030155,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76825,664.030595,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76832,664.044509,172.30.1.250,172.30.1.1,QUIC,1324
Google Play service,76837,664.0484,172.30.1.250,172.30.1.1,TLSv1.3,768
Google Play service,76838,664.048498,172.30.1.1,172.30.1.250,TCP,88
Google Fi,76842,664.055547,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76843,664.056937,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76844,664.058995,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76845,664.061991,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76847,664.062873,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76850,664.06485,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76851,664.067991,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76853,664.068997,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76859,664.07702,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76860,664.077146,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76865,664.082036,172.30.1.1,172.30.1.250,QUIC,108
Google Play service,76867,664.085746,172.30.1.1,172.30.1.250,TLSv1.3,124
Google Play service,76868,664.08597,172.30.1.250,172.30.1.1,TCP,88
Google Fi,76869,664.087472,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76871,664.089817,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76872,664.089875,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76873,664.090167,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76874,664.092326,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76875,664.09244,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76876,664.092489,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76877,664.092728,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76878,664.093036,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76879,664.095878,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76893,664.119945,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76894,664.120083,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76896,664.130489,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76907,664.157163,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76913,664.168306,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76919,664.176259,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76921,664.17637,172.30.1.250,172.30.1.1,QUIC,544
Google Fi,76922,664.177237,172.30.1.1,172.30.1.250,QUIC,108
Google Fi,76923,664.187943,172.30.1.1,172.30.1.250,QUIC,112
Gmail,76933,664.203191,172.30.1.1,172.30.1.250,DNS,108
Google Fi,76962,664.266214,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76963,664.268548,172.30.1.1,172.30.1.250,QUIC,112
Google Fi,76968,664.270975,172.30.1.250,172.30.1.1,QUIC,100
Google Fi,76989,664.312849,172.30.1.250,172.30.1.1,QUIC,1324
Google Fi,76991,664.313216,172.30.1.250,172.30.1.1,QUIC,100
Google Fi,76992,664.313658,172.30.1.1,172.30.1.250,QUIC,112
Google Fi,76993,664.313988,172.30.1.1,172.30.1.250,QUIC,112
Google Fi,77024,664.344791,172.30.1.250,172.30.1.1,QUIC,104
Gmail,77030,664.345155,172.30.1.250,172.30.1.1,DNS,124
Gmail,77032,664.349202,172.30.1.1,172.30.1.250,TCP,108
Gmail,77063,664.401713,172.30.1.250,172.30.1.1,TCP,96
Gmail,77064,664.401842,172.30.1.1,172.30.1.250,TCP,88
Gmail,77070,664.406741,172.30.1.1,172.30.1.250,TLSv1.3,804
Gmail,77075,664.410961,172.30.1.250,172.30.1.1,TCP,88
Gmail,77106,664.48366,172.30.1.250,172.30.1.1,TLSv1.3,416
Gmail,77107,664.484312,172.30.1.1,172.30.1.250,TCP,88
Gmail,77110,664.487517,172.30.1.1,172.30.1.250,TLSv1.3,160
Gmail,77111,664.48779,172.30.1.250,172.30.1.1,TCP,88
Gmail,77113,664.490074,172.30.1.1,172.30.1.250,TLSv1.3,184
Gmail,77114,664.490195,172.30.1.250,172.30.1.1,TCP,88
Gmail,77115,664.491018,172.30.1.1,172.30.1.250,TLSv1.3,1600
Gmail,77116,664.491122,172.30.1.250,172.30.1.1,TCP,88
Gmail,77118,664.493546,172.30.1.1,172.30.1.250,TLSv1.3,368
Gmail,77119,664.493754,172.30.1.250,172.30.1.1,TCP,88
Gmail,77135,664.530375,172.30.1.250,172.30.1.1,TLSv1.3,972
Gmail,77136,664.530537,172.30.1.1,172.30.1.250,TCP,88
Gmail,77137,664.531178,172.30.1.1,172.30.1.250,TLSv1.3,120
Gmail,77138,664.531285,172.30.1.250,172.30.1.1,TCP,88
Gmail,77195,664.648631,172.30.1.250,172.30.1.1,TLSv1.3,2088
Gmail,77196,664.648802,172.30.1.1,172.30.1.250,TCP,88
Gmail,77200,664.655482,172.30.1.1,172.30.1.250,TLSv1.3,128
Gmail,77201,664.655603,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,94224,702.551917,172.30.1.250,172.30.1.1,TCP,88
Google Play Store,94319,702.767863,172.30.1.1,172.30.1.250,DNS,112
Google Play Store,94335,702.802611,172.30.1.250,172.30.1.1,DNS,368
Google Play Store,94336,702.812459,172.30.1.1,172.30.1.250,TCP,108
Google Play Store,94359,702.855185,172.30.1.250,172.30.1.1,TCP,96
Google Play Store,94360,702.855542,172.30.1.1,172.30.1.250,TCP,88
Google Play Store,94370,702.864373,172.30.1.1,172.30.1.250,TLSv1.3,660
Google Play Store,94371,702.864748,172.30.1.250,172.30.1.1,TCP,88
Google Play Store,94391,702.921027,172.30.1.250,172.30.1.1,TLSv1.3,304
Google Play Store,94395,702.923251,172.30.1.1,172.30.1.250,TCP,88
Google Play Store,94400,702.926116,172.30.1.1,172.30.1.250,TLSv1.3,152
Google Play Store,94401,702.926197,172.30.1.250,172.30.1.1,TCP,88
Google Play Store,94405,702.931401,172.30.1.1,172.30.1.250,TLSv1.3,6088
Google Play Store,94406,702.931581,172.30.1.250,172.30.1.1,TCP,88
Google Play Store,94450,703.039837,172.30.1.250,172.30.1.1,TLSv1.3,1424
Google Play Store,94451,703.040327,172.30.1.1,172.30.1.250,TCP,88
Google Play Store,94455,703.050797,172.30.1.250,172.30.1.1,TLSv1.3,464
Google Play Store,94456,703.050897,172.30.1.1,172.30.1.250,TCP,88
Google Play service,96300,707.16821,172.30.1.250,172.30.1.1,TLSv1.3,456
Google Play service,96301,707.168356,172.30.1.1,172.30.1.250,TCP,88
Google Play service,96333,707.335446,172.30.1.1,172.30.1.250,TLSv1.3,124
Google Play service,96334,707.335635,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,96367,712.754011,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,96368,712.77332,172.30.1.1,172.30.1.250,TCP,108
WhatsApp,96369,712.844855,172.30.1.250,172.30.1.1,TCP,96
WhatsApp,96370,712.845122,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,96371,712.850698,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,96372,712.851038,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,96373,712.851161,172.30.1.1,172.30.1.250,SSL,100
WhatsApp,96374,712.85126,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,96376,712.859846,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,96377,712.859993,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,96378,712.860097,172.30.1.1,172.30.1.250,SSL,352
WhatsApp,96379,712.860191,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,96381,712.948668,172.30.1.250,172.30.1.1,SSL,144
WhatsApp,96382,712.949133,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,96383,712.960378,172.30.1.250,172.30.1.1,SSL,144
WhatsApp,96384,712.960566,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,96385,712.963879,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,96386,712.96402,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,96387,712.964764,172.30.1.1,172.30.1.250,SSL,288
WhatsApp,96388,712.964866,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,96389,712.965052,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,96390,712.965089,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,96391,712.965188,172.30.1.1,172.30.1.250,SSL,124
WhatsApp,96392,712.965215,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,96393,713.094875,172.30.1.250,172.30.1.1,SSL,328
WhatsApp,96394,713.09533,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,96395,713.147514,172.30.1.250,172.30.1.1,SSL,124
WhatsApp,96396,713.147743,172.30.1.1,172.30.1.250,TCP,88
Google Fi,96437,727.967341,172.30.1.250,172.30.1.1,TCP,88
Gmail,96438,727.967582,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,96520,761.938601,172.30.1.1,172.30.1.250,DNS,112
