Time,Source,Destination,Length
63.5,172.30.1.1,172.30.1.250,414
63.6,172.30.1.250,172.30.1.1,431
63.7,172.30.1.250,172.30.1.1,415
63.8,172.30.1.250,172.30.1.1,457
63.9,172.30.1.1,172.30.1.250,500
64.0,172.30.1.250,172.30.1.1,468
64.1,172.30.1.250,172.30.1.1,417
64.2,172.30.1.250,172.30.1.1,307
64.3,172.30.1.1,172.30.1.250,422
64.4,172.30.1.250,172.30.1.1,409
64.5,172.30.1.250,172.30.1.1,425
64.6,172.30.1.250,172.30.1.1,413
64.7,172.30.1.1,172.30.1.250,320
64.8,172.30.1.1,172.30.1.250,337
64.9,172.30.1.1,172.30.1.250,370
65.0,172.30.1.250,172.30.1.1,449
65.1,172.30.1.250,172.30.1.1,383
65.2,172.30.1.1,172.30.1.250,452
65.3,172.30.1.250,172.30.1.1,416
65.4,172.30.1.250,172.30.1.1,410
65.5,172.30.1.1,172.30.1.250,479
65.6,172.30.1.1,172.30.1.250,467
65.7,172.30.1.250,172.30.1.1,496
65.8,172.30.1.250,172.30.1.1,355
65.9,172.30.1.1,172.30.1.250,358
66.0,172.30.1.1,172.30.1.250,416
66.1,172.30.1.1,172.30.1.250,486
66.2,172.30.1.1,172.30.1.250,409
66.3,172.30.1.1,172.30.1.250,365
66.4,172.30.1.1,172.30.1.250,339
66.5,172.30.1.250,172.30.1.1,421
66.6,172.30.1.1,172.30.1.250,321
66.7,172.30.1.1,172.30.1.250,324
66.8,172.30.1.250,172.30.1.1,395
66.9,172.30.1.250,172.30.1.1,442
67.0,172.30.1.1,172.30.1.250,443
67.1,172.30.1.250,172.30.1.1,471
67.2,172.30.1.1,172.30.1.250,390
67.3,172.30.1.250,172.30.1.1,492
67.4,172.30.1.1,172.30.1.250,484
67.5,172.30.1.1,172.30.1.250,373
67.6,172.30.1.250,172.30.1.1,390
67.7,172.30.1.1,172.30.1.250,429
67.8,172.30.1.1,172.30.1.250,468
67.9,172.30.1.1,172.30.1.250,327
68.0,172.30.1.1,172.30.1.250,442
68.1,172.30.1.1,172.30.1.250,495
68.2,172.30.1.1,172.30.1.250,357
68.3,172.30.1.250,172.30.1.1,443
68.4,172.30.1.250,172.30.1.1,459
68.5,172.30.1.250,172.30.1.1,464
68.6,172.30.1.250,172.30.1.1,455
68.7,172.30.1.250,172.30.1.1,477
68.8,172.30.1.1,172.30.1.250,346
68.9,172.30.1.1,172.30.1.250,495
69.0,172.30.1.1,172.30.1.250,386
69.1,172.30.1.1,172.30.1.250,346
69.2,172.30.1.250,172.30.1.1,444
69.3,172.30.1.250,172.30.1.1,317
69.4,172.30.1.1,172.30.1.250,462
69.5,172.30.1.250,172.30.1.1,323
69.6,172.30.1.250,172.30.1.1,355
69.7,172.30.1.1,172.30.1.250,416
69.8,172.30.1.1,172.30.1.250,394
69.9,172.30.1.1,172.30.1.250,383
70.0,172.30.1.250,172.30.1.1,445
70.1,172.30.1.250,172.30.1.1,313
70.2,172.30.1.1,172.30.1.250,493
70.3,172.30.1.250,172.30.1.1,472
70.4,172.30.1.1,172.30.1.250,413
70.5,172.30.1.250,172.30.1.1,424
70.6,172.30.1.250,172.30.1.1,406
70.7,172.30.1.1,172.30.1.250,493
70.8,172.30.1.250,172.30.1.1,388
70.9,172.30.1.1,172.30.1.250,372
71.0,172.30.1.250,172.30.1.1,451
71.1,172.30.1.1,172.30.1.250,470
71.2,172.30.1.1,172.30.1.250,356
71.3,172.30.1.1,172.30.1.250,453
71.4,172.30.1.1,172.30.1.250,352
71.5,172.30.1.1,172.30.1.250,354
71.6,172.30.1.250,172.30.1.1,495
71.7,172.30.1.1,172.30.1.250,383
71.8,172.30.1.1,172.30.1.250,427
71.9,172.30.1.250,172.30.1.1,344
72.0,172.30.1.1,172.30.1.250,436
72.1,172.30.1.250,172.30.1.1,428
72.2,172.30.1.250,172.30.1.1,471
72.3,172.30.1.250,172.30.1.1,318
72.4,172.30.1.1,172.30.1.250,489
72.5,172.30.1.1,172.30.1.250,304
72.6,172.30.1.1,172.30.1.250,319
72.7,172.30.1.250,172.30.1.1,447
72.8,172.30.1.1,172.30.1.250,403
72.9,172.30.1.250,172.30.1.1,406
73.0,172.30.1.1,172.30.1.250,403
73.1,172.30.1.1,172.30.1.250,383
73.2,172.30.1.1,172.30.1.250,458
73.3,172.30.1.1,172.30.1.250,476
73.4,172.30.1.250,172.30.1.1,322
73.5,172.30.1.1,172.30.1.250,327
73.6,172.30.1.1,172.30.1.250,450
73.7,172.30.1.1,172.30.1.250,320
73.8,172.30.1.1,172.30.1.250,379
73.9,172.30.1.250,172.30.1.1,356
74.0,172.30.1.1,172.30.1.250,343
74.1,172.30.1.1,172.30.1.250,462
74.2,172.30.1.1,172.30.1.250,430
74.3,172.30.1.1,172.30.1.250,498
74.4,172.30.1.1,172.30.1.250,486
74.5,172.30.1.250,172.30.1.1,465
74.6,172.30.1.250,172.30.1.1,360
74.7,172.30.1.1,172.30.1.250,365
74.8,172.30.1.1,172.30.1.250,454
74.9,172.30.1.1,172.30.1.250,494
75.0,172.30.1.250,172.30.1.1,345
75.1,172.30.1.250,172.30.1.1,460
75.2,172.30.1.1,172.30.1.250,493
75.3,172.30.1.250,172.30.1.1,448
75.4,172.30.1.1,172.30.1.250,444
75.5,172.30.1.250,172.30.1.1,459
75.6,172.30.1.1,172.30.1.250,460
75.7,172.30.1.1,172.30.1.250,412
75.8,172.30.1.1,172.30.1.250,413
75.9,172.30.1.250,172.30.1.1,370
76.0,172.30.1.250,172.30.1.1,390
76.1,172.30.1.250,172.30.1.1,379
76.2,172.30.1.1,172.30.1.250,309
76.3,172.30.1.1,172.30.1.250,373
76.4,172.30.1.1,172.30.1.250,323
76.5,172.30.1.250,172.30.1.1,429
76.6,172.30.1.1,172.30.1.250,448
76.7,172.30.1.250,172.30.1.1,489
76.8,172.30.1.250,172.30.1.1,415
76.9,172.30.1.250,172.30.1.1,446
77.0,172.30.1.250,172.30.1.1,382
77.1,172.30.1.250,172.30.1.1,428
77.2,172.30.1.1,172.30.1.250,315
77.3,172.30.1.1,172.30.1.250,387
77.4,172.30.1.250,172.30.1.1,321
77.5,172.30.1.250,172.30.1.1,344
77.6,172.30.1.1,172.30.1.250,481
77.7,172.30.1.1,172.30.1.250,412
77.8,172.30.1.250,172.30.1.1,456
77.9,172.30.1.1,172.30.1.250,395
78.0,172.30.1.250,172.30.1.1,399
78.1,172.30.1.1,172.30.1.250,386
78.2,172.30.1.250,172.30.1.1,313
78.3,172.30.1.250,172.30.1.1,465
78.4,172.30.1.1,172.30.1.250,384
78.5,172.30.1.1,172.30.1.250,473
78.6,172.30.1.1,172.30.1.250,364
78.7,172.30.1.250,172.30.1.1,468
78.8,172.30.1.250,172.30.1.1,454
78.9,172.30.1.250,172.30.1.1,385
79.0,172.30.1.1,172.30.1.250,469
79.1,172.30.1.1,172.30.1.250,389
79.2,172.30.1.1,172.30.1.250,467
79.3,172.30.1.250,172.30.1.1,400
79.4,172.30.1.1,172.30.1.250,481
79.5,172.30.1.250,172.30.1.1,379
79.6,172.30.1.250,172.30.1.1,464
79.7,172.30.1.250,172.30.1.1,332
79.8,172.30.1.250,172.30.1.1,489
79.9,172.30.1.250,172.30.1.1,434
80.0,172.30.1.1,172.30.1.250,471
80.1,172.30.1.1,172.30.1.250,392
80.2,172.30.1.1,172.30.1.250,379
80.3,172.30.1.1,172.30.1.250,354
80.4,172.30.1.1,172.30.1.250,496
80.5,172.30.1.1,172.30.1.250,357
80.6,172.30.1.250,172.30.1.1,339
80.7,172.30.1.1,172.30.1.250,325
80.8,172.30.1.250,172.30.1.1,438
80.9,172.30.1.250,172.30.1.1,434
81.0,172.30.1.1,172.30.1.250,386
81.1,172.30.1.250,172.30.1.1,458
81.2,172.30.1.1,172.30.1.250,396
81.3,172.30.1.1,172.30.1.250,346
81.4,172.30.1.250,172.30.1.1,497
81.5,172.30.1.250,172.30.1.1,342
81.6,172.30.1.250,172.30.1.1,311
81.7,172.30.1.1,172.30.1.250,473
81.8,172.30.1.250,172.30.1.1,413
81.9,172.30.1.250,172.30.1.1,492
82.0,172.30.1.250,172.30.1.1,414
82.1,172.30.1.1,172.30.1.250,361
82.2,172.30.1.1,172.30.1.250,500
82.3,172.30.1.1,172.30.1.250,349
82.4,172.30.1.1,172.30.1.250,446
82.5,172.30.1.250,172.30.1.1,418
82.6,172.30.1.250,172.30.1.1,499
82.7,172.30.1.1,172.30.1.250,435
82.8,172.30.1.1,172.30.1.250,341
82.9,172.30.1.250,172.30.1.1,454
83.0,172.30.1.1,172.30.1.250,364
83.1,172.30.1.1,172.30.1.250,423
83.2,172.30.1.250,172.30.1.1,441
83.3,172.30.1.250,172.30.1.1,482
83.4,172.30.1.250,172.30.1.1,331
83.5,172.30.1.1,172.30.1.250,495
83.6,172.30.1.1,172.30.1.250,415
83.7,172.30.1.250,172.30.1.1,337
83.8,172.30.1.250,172.30.1.1,323
83.9,172.30.1.250,172.30.1.1,356
84.0,172.30.1.250,172.30.1.1,389
84.1,172.30.1.250,172.30.1.1,406
84.2,172.30.1.1,172.30.1.250,428
84.3,172.30.1.1,172.30.1.250,398
84.4,172.30.1.250,172.30.1.1,395
84.5,172.30.1.1,172.30.1.250,381
84.6,172.30.1.250,172.30.1.1,482
84.7,172.30.1.250,172.30.1.1,337
84.8,172.30.1.1,172.30.1.250,373
84.9,172.30.1.250,172.30.1.1,420
85.0,172.30.1.250,172.30.1.1,335
85.1,172.30.1.250,172.30.1.1,420
85.2,172.30.1.1,172.30.1.250,301
85.3,172.30.1.250,172.30.1.1,304
85.4,172.30.1.1,172.30.1.250,338
85.5,172.30.1.250,172.30.1.1,486
85.6,172.30.1.250,172.30.1.1,408
85.7,172.30.1.1,172.30.1.250,373
85.8,172.30.1.1,172.30.1.250,331
85.9,172.30.1.1,172.30.1.250,407
86.0,172.30.1.250,172.30.1.1,459
86.1,172.30.1.1,172.30.1.250,328
86.2,172.30.1.250,172.30.1.1,427
86.3,172.30.1.250,172.30.1.1,304
86.4,172.30.1.250,172.30.1.1,447
86.5,172.30.1.1,172.30.1.250,336
86.6,172.30.1.1,172.30.1.250,300
86.7,172.30.1.250,172.30.1.1,361
86.8,172.30.1.250,172.30.1.1,347
86.9,172.30.1.250,172.30.1.1,321
87.0,172.30.1.250,172.30.1.1,392
87.1,172.30.1.1,172.30.1.250,434
87.2,172.30.1.250,172.30.1.1,429
87.3,172.30.1.250,172.30.1.1,399
87.4,172.30.1.250,172.30.1.1,311
87.5,172.30.1.250,172.30.1.1,395
87.6,172.30.1.1,172.30.1.250,304
87.7,172.30.1.1,172.30.1.250,317
87.8,172.30.1.1,172.30.1.250,487
87.9,172.30.1.250,172.30.1.1,326
88.0,172.30.1.250,172.30.1.1,488
88.1,172.30.1.250,172.30.1.1,334
88.2,172.30.1.1,172.30.1.250,439
88.3,172.30.1.1,172.30.1.250,464
88.4,172.30.1.1,172.30.1.250,499
88.5,172.30.1.250,172.30.1.1,478
88.6,172.30.1.1,172.30.1.250,346
88.7,172.30.1.250,172.30.1.1,316
88.8,172.30.1.250,172.30.1.1,417
88.9,172.30.1.1,172.30.1.250,351
89.0,172.30.1.1,172.30.1.250,351
89.1,172.30.1.250,172.30.1.1,380
89.2,172.30.1.250,172.30.1.1,431
89.3,172.30.1.1,172.30.1.250,439
89.4,172.30.1.1,172.30.1.250,309
89.5,172.30.1.250,172.30.1.1,348
89.6,172.30.1.1,172.30.1.250,499
89.7,172.30.1.1,172.30.1.250,467
89.8,172.30.1.1,172.30.1.250,331
89.9,172.30.1.250,172.30.1.1,411
90.0,172.30.1.250,172.30.1.1,490
90.1,172.30.1.1,172.30.1.250,398
90.2,172.30.1.1,172.30.1.250,347
90.3,172.30.1.1,172.30.1.250,427
90.4,172.30.1.1,172.30.1.250,432
90.5,172.30.1.1,172.30.1.250,321
90.6,172.30.1.250,172.30.1.1,320
90.7,172.30.1.1,172.30.1.250,346
90.8,172.30.1.250,172.30.1.1,382
90.9,172.30.1.1,172.30.1.250,383
91.0,172.30.1.250,172.30.1.1,378
91.1,172.30.1.1,172.30.1.250,483
91.2,172.30.1.1,172.30.1.250,476
91.3,172.30.1.1,172.30.1.250,414
91.4,172.30.1.1,172.30.1.250,390
91.5,172.30.1.250,172.30.1.1,411
91.6,172.30.1.1,172.30.1.250,314
91.7,172.30.1.1,172.30.1.250,463
91.8,172.30.1.1,172.30.1.250,431
91.9,172.30.1.250,172.30.1.1,473
92.0,172.30.1.1,172.30.1.250,307
92.1,172.30.1.1,172.30.1.250,455
92.2,172.30.1.250,172.30.1.1,412
92.3,172.30.1.1,172.30.1.250,317
92.4,172.30.1.1,172.30.1.250,465
92.5,172.30.1.1,172.30.1.250,398
92.6,172.30.1.250,172.30.1.1,308
92.7,172.30.1.250,172.30.1.1,473
92.8,172.30.1.1,172.30.1.250,394
92.9,172.30.1.1,172.30.1.250,495
93.0,172.30.1.1,172.30.1.250,335
93.1,172.30.1.250,172.30.1.1,401
93.2,172.30.1.1,172.30.1.250,371
93.3,172.30.1.1,172.30.1.250,329
93.4,172.30.1.1,172.30.1.250,347
93.5,172.30.1.1,172.30.1.250,399
93.6,172.30.1.250,172.30.1.1,330
93.7,172.30.1.1,172.30.1.250,366
93.8,172.30.1.250,172.30.1.1,354
93.9,172.30.1.250,172.30.1.1,373
94.0,172.30.1.250,172.30.1.1,425
94.1,172.30.1.1,172.30.1.250,334
94.2,172.30.1.250,172.30.1.1,415
94.3,172.30.1.1,172.30.1.250,482
94.4,172.30.1.1,172.30.1.250,322
94.5,172.30.1.250,172.30.1.1,381
94.6,172.30.1.250,172.30.1.1,481
94.7,172.30.1.1,172.30.1.250,438
94.8,172.30.1.1,172.30.1.250,376
94.9,172.30.1.250,172.30.1.1,482
95.0,172.30.1.250,172.30.1.1,479
95.1,172.30.1.250,172.30.1.1,392
95.2,172.30.1.250,172.30.1.1,331
95.3,172.30.1.250,172.30.1.1,335
95.4,172.30.1.1,172.30.1.250,426
95.5,172.30.1.1,172.30.1.250,441
95.6,172.30.1.250,172.30.1.1,419
95.7,172.30.1.250,172.30.1.1,441
95.8,172.30.1.1,172.30.1.250,322
95.9,172.30.1.1,172.30.1.250,401
96.0,172.30.1.250,172.30.1.1,484
96.1,172.30.1.1,172.30.1.250,405
96.2,172.30.1.250,172.30.1.1,447
96.3,172.30.1.1,172.30.1.250,381
96.4,172.30.1.250,172.30.1.1,415
96.5,172.30.1.1,172.30.1.250,432
96.6,172.30.1.1,172.30.1.250,499
96.7,172.30.1.250,172.30.1.1,450
96.8,172.30.1.1,172.30.1.250,333
96.9,172.30.1.1,172.30.1.250,314
97.0,172.30.1.250,172.30.1.1,432
97.1,172.30.1.1,172.30.1.250,342
97.2,172.30.1.1,172.30.1.250,481
97.3,172.30.1.1,172.30.1.250,432
97.4,172.30.1.250,172.30.1.1,320
97.5,172.30.1.1,172.30.1.250,462
97.6,172.30.1.250,172.30.1.1,370
97.7,172.30.1.1,172.30.1.250,377
97.8,172.30.1.250,172.30.1.1,323
97.9,172.30.1.250,172.30.1.1,343
98.0,172.30.1.250,172.30.1.1,448
98.1,172.30.1.1,172.30.1.250,468
98.2,172.30.1.250,172.30.1.1,454
98.3,172.30.1.1,172.30.1.250,444
98.4,172.30.1.1,172.30.1.250,307
98.5,172.30.1.1,172.30.1.250,464
98.6,172.30.1.250,172.30.1.1,367
98.7,172.30.1.250,172.30.1.1,496
98.8,172.30.1.250,172.30.1.1,458
98.9,172.30.1.250,172.30.1.1,427
99.0,172.30.1.250,172.30.1.1,439
99.1,172.30.1.1,172.30.1.250,377
99.2,172.30.1.1,172.30.1.250,475
99.3,172.30.1.1,172.30.1.250,416
99.4,172.30.1.1,172.30.1.250,315
99.5,172.30.1.1,172.30.1.250,406
99.6,172.30.1.1,172.30.1.250,352
99.7,172.30.1.1,172.30.1.250,336
99.8,172.30.1.1,172.30.1.250,483
99.9,172.30.1.1,172.30.1.250,388
100.0,172.30.1.250,172.30.1.1,333
