Time,machine,slice,direction,Source,Destination,Length,time_bin,time_bin_sa
2194.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2204.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.51,2200.0,2204.0
2205.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.05,2200.0,2205.0
2206.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.49,2200.0,2206.0
2207.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.1,2200.0,2207.0
2208.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.99,2200.0,2208.0
2210.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.0,2200.0,2210.0
2210.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.98,2200.0,2210.0
2212.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.52,2200.0,2212.0
2213.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.86,2200.0,2213.0
2215.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.42,2200.0,2215.0
2216.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.67,2200.0,2216.0
2218.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.18,2200.0,2218.0
2219.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.59,2200.0,2219.0
2219.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.69,2200.0,2219.0
2221.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.45,2200.0,2221.0
2223.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.5,2200.0,2223.0
2225.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.75,2200.0,2225.0
2227.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.5,2200.0,2227.0
2228.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.28,2200.0,2228.0
2230.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.2,2200.0,2230.0
2231.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.11,2200.0,2231.0
2233.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.65,2200.0,2233.0
2233.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.24,2200.0,2233.0
2235.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.99,2200.0,2235.0
2237.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.76,2200.0,2237.0
2237.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.98,2200.0,2237.0
2238.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.76,2200.0,2238.0
2240.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.25,2200.0,2240.0
2242.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.26,2200.0,2242.0
2243.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.52,2200.0,2243.0
2244.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.96,2200.0,2244.0
2246.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.46,2200.0,2246.0
2248.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.84,2200.0,2248.0
2249.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.57,2200.0,2249.0
2249.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,71.64,2200.0,2249.0
2251.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.69,2200.0,2251.0
2251.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.05,2200.0,2251.0
2253.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.97,2200.0,2253.0
2254.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.28,2200.0,2254.0
2255.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.4,2200.0,2255.0
2257.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.09,2200.0,2257.0
2259.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.39,2200.0,2259.0
2261.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,50.65,2200.0,2261.0
2263.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,51.69,2200.0,2263.0
2264.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.58,2200.0,2264.0
2265.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.22,2200.0,2265.0
2265.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.05,2200.0,2265.0
2267.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.99,2200.0,2267.0
2268.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.96,2200.0,2268.0
2270.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.9,2200.0,2270.0
2270.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.91,2200.0,2270.0
2272.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.57,2200.0,2272.0
2274.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.72,2200.0,2274.0
2275.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,49.2,2200.0,2275.0
2277.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.64,2200.0,2277.0
2279.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.85,2200.0,2279.0
2281.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.35,2200.0,2281.0
2282.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.79,2200.0,2282.0
2284.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,68.48,2200.0,2284.0
2285.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.29,2200.0,2285.0
2286.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.19,2200.0,2286.0
2287.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.62,2200.0,2287.0
2288.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.0,2200.0,2288.0
2290.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.23,2200.0,2290.0
2292.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.3,2200.0,2292.0
2293.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.2,2200.0,2293.0
2294.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.16,2200.0,2294.0
2296.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,69.66,2200.0,2296.0
2297.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.92,2200.0,2297.0
2298.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.94,2200.0,2298.0
2299.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.3,2200.0,2299.0
2301.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.85,2300.0,2301.0
2302.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,50.96,2300.0,2302.0
2304.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.28,2300.0,2304.0
2306.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.08,2300.0,2306.0
2306.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.08,2300.0,2306.0
2307.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,51.21,2300.0,2307.0
2309.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.86,2300.0,2309.0
2310.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.37,2300.0,2310.0
2311.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.5,2300.0,2311.0
2313.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.74,2300.0,2313.0
2315.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.42,2300.0,2315.0
2316.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,47.02,2300.0,2316.0
2326.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2356.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,50.2,2300.0,2356.0
2386.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2396.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2416.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2426.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2431.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2441.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.18,2400.0,2441.0
2441.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2443.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2444.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2445.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.65,2400.0,2445.0
2446.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2448.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2449.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2450.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.07,2400.0,2450.0
2452.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2453.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.79,2400.0,2453.0
2454.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2456.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2458.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.16,2400.0,2458.0
2459.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.1,2400.0,2459.0
2459.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.93,2400.0,2459.0
2460.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2461.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.89,2400.0,2461.0
2462.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2464.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2464.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2465.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.96,2400.0,2465.0
2465.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.57,2400.0,2465.0
2467.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2469.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2470.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2470.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2471.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2473.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2475.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2476.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2477.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2478.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2478.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2479.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.32,2400.0,2479.0
2480.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.14,2400.0,2480.0
2481.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,50.98,2400.0,2481.0
2483.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2484.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2486.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.5,2400.0,2486.0
2488.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.64,2400.0,2488.0
2489.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.95,2400.0,2489.0
2490.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.63,2400.0,2490.0
2491.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.93,2400.0,2491.0
2492.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2492.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.5,2400.0,2492.0
2493.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2494.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2496.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.16,2400.0,2496.0
2497.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2499.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2499.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2500.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2502.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2503.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2505.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2506.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2506.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2508.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.3,2500.0,2508.0
2510.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2510.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.88,2500.0,2510.0
2511.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2512.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2513.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2515.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2517.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2519.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.4,2500.0,2519.0
2521.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2522.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2523.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.44,2500.0,2523.0
2525.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.34,2500.0,2525.0
2526.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2527.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2528.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.14,2500.0,2528.0
2530.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.67,2500.0,2530.0
2531.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2533.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2534.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.97,2500.0,2534.0
2534.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2536.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.33,2500.0,2536.0
2538.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2540.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2540.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.22,2500.0,2540.0
2542.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.03,2500.0,2542.0
3042.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.64,3000.0,3042.0
3542.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
4042.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
4542.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.55,4500.0,4542.0
5042.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.89,5000.0,5042.0
5052.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
5057.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
5087.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
5117.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.55,5100.0,5117.0
5147.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
5152.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
5182.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
5202.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
5212.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.44,5200.0,5212.0
5217.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
5227.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
5257.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.91,5200.0,5257.0
5277.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
5297.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
5327.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.9,5300.0,5327.0
5332.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
5362.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
5363.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.96,5300.0,5363.0
5363.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.95,5300.0,5363.0
5364.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.73,5300.0,5364.0
5366.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.56,5300.0,5366.0
5366.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.24,5300.0,5366.0
5368.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.84,5300.0,5368.0
5370.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.97,5300.0,5370.0
5370.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.73,5300.0,5370.0
5371.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.85,5300.0,5371.0
5371.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.21,5300.0,5371.0
5373.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.83,5300.0,5373.0
5375.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,48.95,5300.0,5375.0
5376.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.82,5300.0,5376.0
5377.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,70.07,5300.0,5377.0
5378.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.87,5300.0,5378.0
5379.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.2,5300.0,5379.0
5380.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.52,5300.0,5380.0
5381.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.4,5300.0,5381.0
5381.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.28,5300.0,5381.0
5382.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.29,5300.0,5382.0
5383.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.85,5300.0,5383.0
5383.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.71,5300.0,5383.0
5385.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,71.12,5300.0,5385.0
5385.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.85,5300.0,5385.0
5387.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.14,5300.0,5387.0
5388.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.18,5300.0,5388.0
5389.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.88,5300.0,5389.0
5390.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.62,5300.0,5390.0
5391.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.67,5300.0,5391.0
5391.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,68.78,5300.0,5391.0
5392.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.3,5300.0,5392.0
5394.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.78,5300.0,5394.0
5394.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.85,5300.0,5394.0
5396.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.87,5300.0,5396.0
5398.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.37,5300.0,5398.0
5398.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.73,5300.0,5398.0
5399.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.21,5300.0,5399.0
5400.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.15,5400.0,5400.0
5401.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.26,5400.0,5401.0
5402.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.29,5400.0,5402.0
5404.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.93,5400.0,5404.0
5405.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,48.99,5400.0,5405.0
5407.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.23,5400.0,5407.0
5409.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.2,5400.0,5409.0
5410.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.73,5400.0,5410.0
5412.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.67,5400.0,5412.0
5412.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.84,5400.0,5412.0
5413.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.96,5400.0,5413.0
5413.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.62,5400.0,5413.0
5414.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.16,5400.0,5414.0
5414.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,68.03,5400.0,5414.0
5415.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.35,5400.0,5415.0
5416.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.55,5400.0,5416.0
5418.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.5,5400.0,5418.0
5419.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.12,5400.0,5419.0
5420.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,75.9,5400.0,5420.0
5421.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.03,5400.0,5421.0
5422.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.89,5400.0,5422.0
5423.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.46,5400.0,5423.0
5424.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.71,5400.0,5424.0
5424.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.69,5400.0,5424.0
5426.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.81,5400.0,5426.0
5428.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.89,5400.0,5428.0
5429.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.45,5400.0,5429.0
5431.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,51.52,5400.0,5431.0
5433.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.73,5400.0,5433.0
5434.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.37,5400.0,5434.0
5436.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.4,5400.0,5436.0
5438.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.66,5400.0,5438.0
5439.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.62,5400.0,5439.0
5440.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.06,5400.0,5440.0
5442.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.36,5400.0,5442.0
5443.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.75,5400.0,5443.0
5445.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.44,5400.0,5445.0
5447.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.1,5400.0,5447.0
5447.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.86,5400.0,5447.0
5448.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.97,5400.0,5448.0
5449.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,48.98,5400.0,5449.0
5450.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.54,5400.0,5450.0
5452.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.04,5400.0,5452.0
5454.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.41,5400.0,5454.0
5455.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,72.66,5400.0,5455.0
5456.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.9,5400.0,5456.0
5458.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.96,5400.0,5458.0
5459.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.18,5400.0,5459.0
5459.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,69.26,5400.0,5459.0
5461.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.66,5400.0,5461.0
5463.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.85,5400.0,5463.0
5465.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,49.16,5400.0,5465.0
5465.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.35,5400.0,5465.0
5467.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.36,5400.0,5467.0
5469.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.07,5400.0,5469.0
5470.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.69,5400.0,5470.0
5472.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.81,5400.0,5472.0
5473.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.67,5400.0,5473.0
5474.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.28,5400.0,5474.0
5476.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.41,5400.0,5476.0
5477.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.48,5400.0,5477.0
5479.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.37,5400.0,5479.0
5480.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.93,5400.0,5480.0
5482.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.25,5400.0,5482.0
5483.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,69.92,5400.0,5483.0
5484.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.75,5400.0,5484.0
5486.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.16,5400.0,5486.0
5487.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.54,5400.0,5487.0
5489.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.7,5400.0,5489.0
5490.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.37,5400.0,5490.0
5492.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.92,5400.0,5492.0
5494.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.18,5400.0,5494.0
5495.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.81,5400.0,5495.0
5496.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.67,5400.0,5496.0
5497.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
5499.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
5501.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
5502.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
5504.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
5524.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.44,5500.0,5524.0
5544.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
5554.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
5564.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
5584.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
