Time,machine,slice,direction,Source,Destination,Length
1850.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.55
1852.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,73.42
1854.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.63
1854.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,490.53
1854.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
1856.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.73
1856.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,920.69
1856.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
1856.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.54
1856.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.98
1858.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.74
1858.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,181.85
1858.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,61.76
1860.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,70.37
1860.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.27
1860.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,377.15
1860.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
1861.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.16
1861.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,523.47
1862.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,77.05
1862.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,69.82
1864.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.53
1864.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.58
1865.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.01
1866.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,69.9
1866.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.54
1866.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
1867.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.26
1867.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.51
1867.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,262.41
1868.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.12
1868.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
1869.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.28
1869.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.66
1870.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.02
1870.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,190.5
1871.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.42
1871.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,561.05
1871.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.91
1873.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.56
1875.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.88
1875.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,797.27
1877.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.4
1878.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.58
1879.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.66
1879.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,685.43
1880.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.16
1880.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,425.11
1882.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.63
1883.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.26
1883.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.5
1883.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,319.73
1884.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.76
1884.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,1017.38
1886.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,52.62
1887.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,46.95
1888.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.72
1889.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.93
1891.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.9
1891.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.17
1892.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.42
1892.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.84
1893.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.54
1894.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.02
1894.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.77
1895.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,51.54
1896.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.32
1896.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,405.11
1898.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.46
1898.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
1899.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.87
1899.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
1900.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.14
1901.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.66
1901.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
1901.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.02
1903.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.01
1903.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.89
1903.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,657.37
1904.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.11
1905.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.42
1905.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.59
1905.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.75
1905.5,M5,mMTC,DL,192.168.0.1,10.0.0.5,40.0
1907.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.77
1908.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.93
1908.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.41
1908.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,556.89
1908.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.98
1908.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,457.44
1909.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.9
1910.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,48.54
1910.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,750.21
1911.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.94
1911.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.89
1912.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.35
1912.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
1914.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.7
1914.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.68
1916.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,73.89
1916.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,50.58
1917.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.9
1919.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.17
1919.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.4
1919.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.52
1919.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,791.96
1920.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.42
1920.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.67
1921.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.62
1921.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,208.64
1923.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.46
1924.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.25
1924.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.92
1925.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.18
1926.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.71
1926.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.89
1926.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.09
1926.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,639.48
1927.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.42
1927.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,56.56
1928.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.5
1930.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.5
1930.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.22
1930.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,661.54
1930.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.54
1931.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.31
1931.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
1933.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.63
1933.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.55
1935.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.23
1937.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.55
1939.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.23
1941.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.66
1941.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
1942.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.31
1942.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.01
1943.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.46
1943.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.4
1943.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.77
1944.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.04
1946.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.87
1947.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.75
1967.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,297.02
1987.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,198.02
2007.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.83
2007.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,227.5
2008.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.63
2009.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.8
2009.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.64
2029.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,218.17
2029.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2049.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,566.5
2054.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.4
2054.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,258.82
2054.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2064.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,53.0
2064.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,576.95
2069.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.6
2069.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.21
2069.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,215.57
2074.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,504.56
2079.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.84
2079.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,916.38
2089.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,243.08
2109.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.92
2109.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,487.21
2129.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,416.75
2129.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,140.73
2129.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2134.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,219.83
2164.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.0
2164.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,226.77
2184.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,281.85
2184.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
2194.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,850.04
2204.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.51
2204.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,250.9
2205.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.05
2205.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,58.72
2206.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.49
2206.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2207.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.1
2208.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.99
2210.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.0
2210.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.98
2210.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,1550.7
2212.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.52
2212.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.01
2212.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,360.38
2213.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.86
2213.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,188.23
2215.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.42
2215.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,69.17
2216.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.67
2216.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,75.27
2216.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,112.41
2218.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.18
2219.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.59
2219.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,457.15
2219.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.69
2221.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.45
2223.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.5
2223.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.87
2223.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2225.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.75
2225.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2227.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.5
2227.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2228.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.28
2230.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.2
2230.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.05
2231.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.11
2233.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.65
2233.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.24
2235.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.99
2235.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.4
2235.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,142.71
2237.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.76
2237.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
2237.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.98
2238.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.76
2238.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.92
2238.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
2240.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.25
2242.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.26
2243.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.52
2244.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.96
2246.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.46
2248.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.84
2248.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,287.51
2248.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
2249.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.57
2249.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,71.64
2251.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.69
2251.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.05
2253.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.97
2254.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.28
2255.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.4
2255.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2257.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.09
2257.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,453.6
2259.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.39
2259.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,55.86
2261.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,50.65
2263.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,51.69
2263.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
2264.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.58
2265.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.22
2265.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,381.74
2265.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,430.89
2265.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.05
2267.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.99
2267.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,151.48
2268.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.96
2268.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.33
2270.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.9
2270.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.91
2270.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,331.7
2270.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,752.87
2272.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.57
2274.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.72
2274.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,1030.61
2275.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,49.2
2275.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.2
2275.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,578.12
2275.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,1736.71
2277.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.64
2279.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.85
2281.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.35
2281.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.04
2282.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.79
2282.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.82
2284.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,68.48
2284.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2285.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.29
2285.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
2286.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.19
2287.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.62
2287.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.65
2288.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.0
2290.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.23
2292.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.3
2292.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,650.19
2293.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.2
2293.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,236.32
2294.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.16
2296.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,69.66
2297.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.92
2298.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.94
2298.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,256.76
2299.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.3
2299.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.27
2301.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.85
2302.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,50.96
2304.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.28
2306.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.08
2306.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.78
2306.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.08
2307.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,51.21
2309.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.86
2309.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.41
2310.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.37
2310.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.04
2311.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.5
2313.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.74
2313.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,1774.45
2315.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.42
2315.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.37
2316.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,47.02
2326.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,446.02
2356.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,50.2
2356.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,652.92
2356.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
2386.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,309.5
2396.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,75.31
2396.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,340.54
2416.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,494.22
2426.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.68
2426.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,284.6
2426.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2431.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,292.42
2441.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.18
2441.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,658.26
2441.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.1
2443.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,62.84
2443.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,1183.79
2444.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.5
2445.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.65
2445.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.46
2445.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,652.42
2445.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2446.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.61
2448.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.49
2448.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,660.12
2449.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.98
2450.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.07
2450.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.31
2450.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2452.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.94
2452.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,1115.69
2453.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.79
2453.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,72.37
2453.5,M5,mMTC,DL,192.168.0.1,10.0.0.5,20.0
2454.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.75
2454.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,754.48
2456.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.54
2458.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.16
2458.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.03
2458.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,443.54
2459.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.1
2459.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,55.97
2459.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.93
2459.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,59.62
2459.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,211.55
2460.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,61.55
2461.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.89
2461.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.29
2462.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.11
2462.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2464.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.18
2464.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2464.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.73
2465.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.96
2465.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.11
2465.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.57
2465.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,73.9
2467.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.54
2469.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.52
2469.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2470.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.94
2470.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.62
2471.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,50.72
2473.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.45
2473.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,587.69
2475.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,75.42
2475.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,580.08
2476.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.12
2477.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,61.88
2478.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.31
2478.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,53.11
2478.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,380.78
2478.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2479.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.32
2479.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,74.53
2480.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.14
2480.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.88
2480.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,455.93
2480.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
