time_ms,machine,slice,direction,src_ip,dst_ip,packet_size,time_bin,time_bin_sa
2251.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2251.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2253.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2254.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2255.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2257.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2259.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2261.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2263.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2264.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2265.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,430.89,2200.0,2265.0
2265.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2267.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,151.48,2200.0,2267.0
2268.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2270.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2270.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,752.87,2200.0,2270.0
2272.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2274.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,1030.61,2200.0,2274.0
2275.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,1736.71,2200.0,2275.0
2277.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2279.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2281.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2282.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2284.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2285.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2286.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2287.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2288.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2290.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2292.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,650.19,2200.0,2292.0
2293.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2294.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2296.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2297.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2298.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,256.76,2200.0,2298.0
2299.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2301.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2302.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2304.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2306.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2306.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2307.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2309.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2310.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2311.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2313.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,1774.45,2300.0,2313.0
2315.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2316.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2326.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2356.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2386.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2396.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2416.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2426.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2431.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2441.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2441.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2443.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,1183.79,2400.0,2443.0
2444.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2445.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2446.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2448.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,660.12,2400.0,2448.0
2449.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2450.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2452.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2453.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2454.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,754.48,2400.0,2454.0
2456.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2458.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,443.54,2400.0,2458.0
2459.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2459.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2460.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2461.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2462.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2464.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2464.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2465.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2465.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2467.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2469.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2470.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2470.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2471.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2473.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,587.69,2400.0,2473.0
2475.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2476.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2477.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2478.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2478.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,380.78,2400.0,2478.0
2479.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2480.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2481.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2483.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2484.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2486.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2488.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2489.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2490.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,441.24,2400.0,2490.0
2491.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2492.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2492.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2493.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2494.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2496.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2497.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2499.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2499.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2500.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2502.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,184.79,2500.0,2502.0
2503.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2505.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2506.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2506.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,591.53,2500.0,2506.0
2508.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2510.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2510.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2511.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2512.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2513.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2515.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2517.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2519.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2521.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2522.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2523.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2525.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2526.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2527.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2528.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2530.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2531.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2533.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2534.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,271.61,2500.0,2534.0
2534.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2536.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2538.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2540.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,153.96,2500.0,2540.0
2540.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2542.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
3042.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
3542.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,568.71,3500.0,3542.0
4042.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
4542.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5042.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5052.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,826.74,5000.0,5052.0
5057.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,291.63,5000.0,5057.0
5087.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,1043.65,5000.0,5087.0
5117.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,130.51,5100.0,5117.0
5147.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,831.31,5100.0,5147.0
5152.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,535.94,5100.0,5152.0
5182.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,317.66,5100.0,5182.0
5202.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,164.89,5200.0,5202.0
5212.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,365.53,5200.0,5212.0
5217.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,251.36,5200.0,5217.0
5227.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,637.35,5200.0,5227.0
5257.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,348.02,5200.0,5257.0
5277.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,384.51,5200.0,5277.0
5297.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,543.17,5200.0,5297.0
5327.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,241.9,5300.0,5327.0
5332.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,952.98,5300.0,5332.0
5362.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,734.01,5300.0,5362.0
5363.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5363.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,327.62,5300.0,5363.0
5364.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,2170.86,5300.0,5364.0
5366.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5366.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5368.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5370.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5370.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5371.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5371.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5373.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,347.58,5300.0,5373.0
5375.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5376.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5377.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5378.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,364.22,5300.0,5378.0
5379.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5380.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5381.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5381.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5382.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5383.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5383.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,2150.23,5300.0,5383.0
5385.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,453.88,5300.0,5385.0
5385.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5387.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5388.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5389.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5390.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5391.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5391.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5392.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5394.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5394.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5396.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5398.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5398.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5399.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5400.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5401.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5402.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5404.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5405.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5407.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5409.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5410.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5412.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5412.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5413.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5413.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,314.77,5400.0,5413.0
5414.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5414.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5415.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5416.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5418.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5419.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5420.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,539.09,5400.0,5420.0
5421.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5422.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5423.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5424.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5424.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5426.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5428.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5429.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5431.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5433.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5434.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5436.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5438.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5439.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5440.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5442.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5443.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5445.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5447.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5447.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5448.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5449.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5450.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5452.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5454.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5455.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5456.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,398.71,5400.0,5456.0
5458.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5459.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5459.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5461.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5463.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5465.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5465.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5467.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,327.19,5400.0,5467.0
5469.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5470.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,620.52,5400.0,5470.0
5472.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5473.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,587.79,5400.0,5473.0
5474.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5476.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5477.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5479.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5480.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5482.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5483.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,898.25,5400.0,5483.0
5484.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5486.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5487.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5489.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5490.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5492.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5494.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5495.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5496.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5497.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5499.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5501.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5502.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5504.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5524.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,418.45,5500.0,5524.0
5544.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,1553.63,5500.0,5544.0
5554.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,255.23,5500.0,5554.0
5564.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,1023.46,5500.0,5564.0
5584.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,549.61,5500.0,5584.0
5604.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,584.15,5600.0,5604.0
5634.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,227.7,5600.0,5634.0
5634.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5635.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5636.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5637.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5637.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5639.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5641.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5642.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5643.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5644.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5645.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5650.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,112.36,5600.0,5650.0
5670.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,1298.03,5600.0,5670.0
5675.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,303.23,5600.0,5675.0
5695.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,525.41,5600.0,5695.0
5700.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,1009.26,5700.0,5700.0
5720.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,218.95,5700.0,5720.0
5750.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,641.75,5700.0,5750.0
5755.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,392.31,5700.0,5755.0
5785.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,347.14,5700.0,5785.0
5790.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5795.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5805.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5807.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,580.71,5800.0,5807.0
5809.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5810.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,124.72,5800.0,5810.0
5811.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5813.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5813.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5814.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5816.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5818.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5818.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5819.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5821.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5822.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5822.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5823.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5825.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,1081.72,5800.0,5825.0
5826.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5827.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5828.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5830.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5832.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,615.79,5800.0,5832.0
5833.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5834.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5835.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5836.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5837.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5838.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5840.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5841.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5843.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5843.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5845.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5847.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5847.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5849.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5851.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,391.23,5800.0,5851.0
5852.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,271.02,5800.0,5852.0
5854.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,88.98,5800.0,5854.0
5855.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5857.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5858.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5860.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
5861.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
5863.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
