time_ms,machine,slice,direction,src_ip,dst_ip,packet_size
5373.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.83
5375.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,48.95
5376.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.82
5377.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,70.07
5378.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.87
5379.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.2
5380.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.52
5381.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.4
5381.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.28
5382.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.29
5383.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.85
5383.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.71
5385.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,71.12
5385.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.85
5387.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.14
5388.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.18
5389.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.88
5390.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.62
5391.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.67
5391.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.78
5392.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.3
5394.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.78
5394.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.85
5396.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.87
5398.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.37
5398.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.73
5399.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.21
5400.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.15
5401.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.26
5402.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.29
5404.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.93
5405.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,48.99
5407.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.23
5409.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.2
5410.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.73
5412.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.67
5412.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.84
5413.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.96
5413.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.62
5414.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.16
5414.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.03
5415.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.35
5416.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.55
5418.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.5
5419.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.12
5420.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,75.9
5421.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.03
5422.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.89
5423.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.46
5424.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.71
5424.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.69
5426.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.81
5428.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.89
5429.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.45
5431.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,51.52
5433.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.73
5434.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.37
5436.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.4
5438.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.66
5439.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.62
5440.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.06
5442.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.36
5443.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.75
5445.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.44
5447.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.1
5447.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.86
5448.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.97
5449.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,48.98
5450.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.54
5452.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.04
5454.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.41
5455.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,72.66
5456.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.9
5458.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.96
5459.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.18
5459.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,69.26
5461.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.66
5463.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.85
5465.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,49.16
5465.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.35
5467.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.36
5469.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.07
5470.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.69
5472.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.81
5473.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.67
5474.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.28
5476.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.41
5477.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.48
5479.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.37
5480.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.93
5482.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.25
5483.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,69.92
5484.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.75
5486.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.16
5487.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,52.54
5489.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.7
5490.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.37
5492.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.92
5494.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.18
5495.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.81
5496.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.67
5524.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.44
5604.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.38
5634.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.52
5634.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.99
5643.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.68
5675.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,46.63
5785.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.96
5809.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.82
5810.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.11
5813.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.94
5814.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.01
5818.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.2
5822.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.87
5838.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,71.58
5843.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,69.44
5843.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.3
5845.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.94
5847.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.83
5851.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.54
5858.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.26
5869.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.52
5869.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.73
5872.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.5
5875.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.58
5879.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.05
5881.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.88
5882.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.69
5886.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.15
5888.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.91
5890.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.39
5890.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.6
5894.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.31
5895.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.63
5898.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.54
5905.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,72.95
5912.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.15
5915.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.11
5918.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.83
5920.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.07
5925.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.85
5925.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.49
5928.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.81
5930.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.17
6430.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.06
6480.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.93
6532.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.78
6534.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.11
6539.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,69.75
6544.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.26
6546.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.88
6550.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.91
6550.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.77
6552.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.19
6554.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.4
6558.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.06
6560.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.27
6562.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.8
6571.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,52.9
6577.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.13
6583.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,51.5
6591.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,52.55
6596.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.11
6596.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.63
6601.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.54
6606.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.57
6607.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.36
6613.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.54
6616.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.7
6621.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.74
6624.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.49
6626.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.54
6628.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.24
6629.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.02
6636.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,69.91
6642.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.62
6644.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.81
6648.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.99
6649.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.61
6652.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.74
6656.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.48
6959.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,51.38
7659.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.43
7959.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.48
8159.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.01
8764.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.35
8814.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.29
8884.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.49
8954.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.47
8984.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.44
9054.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.04
9084.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.38
9151.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.31
9153.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.33
9155.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.43
9155.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.39
9156.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.59
9158.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.27
9159.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.95
9160.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,74.86
9161.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.16
9162.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.27
9163.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.25
9163.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.71
9165.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.78
9167.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.95
9168.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.98
9169.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.24
9170.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.21
9170.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.88
9171.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.96
9172.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.07
9173.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.38
9174.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,69.31
9175.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.53
9177.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.55
9178.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.55
9179.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.76
9180.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.09
9181.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.76
9183.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.1
9184.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.55
9186.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.71
9187.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,51.34
9187.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.64
9189.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.83
9191.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.33
9193.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.14
9195.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.56
9196.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.28
9197.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.2
9198.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.52
9200.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,52.39
9201.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.01
9202.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,51.61
9204.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.73
9204.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.0
9205.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.36
9206.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.94
9207.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.14
9209.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.28
9210.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.69
9211.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.64
9212.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.72
9214.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.69
9214.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.97
9215.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,72.49
9216.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.73
9217.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.73
9218.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.88
9218.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.74
9220.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.9
9222.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.38
9223.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.07
9225.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.27
9227.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.6
9229.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.28
9231.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.58
9233.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.82
9235.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.98
9236.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.63
9238.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.33
9239.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.48
9239.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.81
9241.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.71
9242.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.14
9243.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.01
9245.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,70.21
9247.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.76
9248.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.15
9249.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.45
9251.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.03
9253.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,52.92
9254.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.23
9255.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.11
9256.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.55
9257.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.93
9258.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,69.14
9258.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.36
9259.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.48
9261.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.4
9262.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.26
9263.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.64
9264.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.53
9266.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.51
9266.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.78
9267.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.38
9267.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,69.52
9269.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.16
9270.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.07
9271.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.36
9271.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.15
9273.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.55
9274.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.05
9274.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.14
9276.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.11
9278.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.82
9278.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.29
9279.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.65
9280.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.77
9281.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.97
9283.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.79
9285.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.08
9286.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.21
9287.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.09
9288.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.7
9290.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.28
9292.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.52
9293.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.27
9295.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.48
9297.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.95
9298.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.04
9299.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.31
9300.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.08
9301.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.43
9301.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.46
9303.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.82
9305.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.71
9307.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.03
9308.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,52.97
9309.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.27
9310.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.57
9311.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.54
9312.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,49.8
9313.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.5
9315.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.14
9316.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.17
9318.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.13
9319.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.43
9320.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.89
9321.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,47.97
9323.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.97
9324.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.53
9326.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.58
9328.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.64
9330.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.56
9332.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.55
9334.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.57
9336.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.45
9338.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.45
9338.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.68
9339.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.95
9340.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.78
9340.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.39
9342.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.88
9342.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.78
9344.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.68
9346.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.62
9347.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.58
9348.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.28
9349.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.33
9351.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.99
9352.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.98
9353.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.93
9355.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.71
9357.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.23
9359.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.8
9361.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.21
9363.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.64
9364.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.23
9365.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.56
9366.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.11
9367.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.02
9368.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.56
9369.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,69.64
9371.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.22
9373.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.38
9375.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.92
9376.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.39
9377.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.81
9378.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.89
9378.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.77
9379.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.81
9381.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.22
9382.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.02
9384.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.25
9386.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.32
9388.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.93
9390.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.89
9391.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,49.21
9392.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.51
9394.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,72.22
9395.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.63
9395.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.79
9397.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.72
9398.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.59
9399.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.15
9401.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.1
