Time,Source,Destination,Length
63.5,172.30.1.1,172.30.1.250,53
63.6,172.30.1.250,172.30.1.1,95
63.7,172.30.1.1,172.30.1.250,57
63.8,172.30.1.250,172.30.1.1,65
63.9,172.30.1.250,172.30.1.1,57
64.0,172.30.1.250,172.30.1.1,78
64.1,172.30.1.1,172.30.1.250,100
64.2,172.30.1.250,172.30.1.1,84
64.3,172.30.1.250,172.30.1.1,58
64.4,172.30.1.250,172.30.1.1,3
64.5,172.30.1.1,172.30.1.250,61
64.6,172.30.1.250,172.30.1.1,54
64.7,172.30.1.250,172.30.1.1,62
64.8,172.30.1.250,172.30.1.1,56
64.9,172.30.1.1,172.30.1.250,10
65.0,172.30.1.1,172.30.1.250,18
65.1,172.30.1.1,172.30.1.250,35
65.2,172.30.1.250,172.30.1.1,74
65.3,172.30.1.250,172.30.1.1,41
65.4,172.30.1.1,172.30.1.250,76
65.5,172.30.1.250,172.30.1.1,58
65.6,172.30.1.250,172.30.1.1,55
65.7,172.30.1.1,172.30.1.250,89
65.8,172.30.1.1,172.30.1.250,83
65.9,172.30.1.250,172.30.1.1,98
66.0,172.30.1.250,172.30.1.1,27
66.1,172.30.1.1,172.30.1.250,29
66.2,172.30.1.1,172.30.1.250,58
66.3,172.30.1.1,172.30.1.250,93
66.4,172.30.1.1,172.30.1.250,54
66.5,172.30.1.1,172.30.1.250,32
66.6,172.30.1.1,172.30.1.250,19
66.7,172.30.1.250,172.30.1.1,60
66.8,172.30.1.1,172.30.1.250,10
66.9,172.30.1.1,172.30.1.250,12
67.0,172.30.1.250,172.30.1.1,47
67.1,172.30.1.250,172.30.1.1,71
67.2,172.30.1.1,172.30.1.250,71
67.3,172.30.1.250,172.30.1.1,85
67.4,172.30.1.1,172.30.1.250,45
67.5,172.30.1.250,172.30.1.1,96
67.6,172.30.1.1,172.30.1.250,92
67.7,172.30.1.1,172.30.1.250,36
67.8,172.30.1.250,172.30.1.1,45
67.9,172.30.1.1,172.30.1.250,64
68.0,172.30.1.1,172.30.1.250,84
68.1,172.30.1.1,172.30.1.250,13
68.2,172.30.1.1,172.30.1.250,71
68.3,172.30.1.1,172.30.1.250,97
68.4,172.30.1.1,172.30.1.250,28
68.5,172.30.1.250,172.30.1.1,71
68.6,172.30.1.250,172.30.1.1,79
68.7,172.30.1.250,172.30.1.1,82
68.8,172.30.1.250,172.30.1.1,77
68.9,172.30.1.250,172.30.1.1,88
69.0,172.30.1.1,172.30.1.250,23
69.1,172.30.1.1,172.30.1.250,97
69.2,172.30.1.1,172.30.1.250,43
69.3,172.30.1.1,172.30.1.250,23
69.4,172.30.1.250,172.30.1.1,72
69.5,172.30.1.250,172.30.1.1,8
69.6,172.30.1.1,172.30.1.250,81
69.7,172.30.1.250,172.30.1.1,11
69.8,172.30.1.250,172.30.1.1,27
69.9,172.30.1.1,172.30.1.250,58
70.0,172.30.1.1,172.30.1.250,47
70.1,172.30.1.1,172.30.1.250,41
70.2,172.30.1.250,172.30.1.1,72
70.3,172.30.1.250,172.30.1.1,6
70.4,172.30.1.1,172.30.1.250,96
70.5,172.30.1.250,172.30.1.1,86
70.6,172.30.1.1,172.30.1.250,56
70.7,172.30.1.250,172.30.1.1,62
70.8,172.30.1.250,172.30.1.1,53
70.9,172.30.1.1,172.30.1.250,96
71.0,172.30.1.250,172.30.1.1,44
71.1,172.30.1.1,172.30.1.250,36
71.2,172.30.1.250,172.30.1.1,75
71.3,172.30.1.1,172.30.1.250,85
71.4,172.30.1.1,172.30.1.250,28
71.5,172.30.1.1,172.30.1.250,76
71.6,172.30.1.1,172.30.1.250,26
71.7,172.30.1.1,172.30.1.250,27
71.8,172.30.1.250,172.30.1.1,97
71.9,172.30.1.1,172.30.1.250,41
72.0,172.30.1.1,172.30.1.250,63
72.1,172.30.1.250,172.30.1.1,22
72.2,172.30.1.1,172.30.1.250,68
72.3,172.30.1.250,172.30.1.1,64
72.4,172.30.1.250,172.30.1.1,85
72.5,172.30.1.250,172.30.1.1,9
72.6,172.30.1.1,172.30.1.250,94
72.7,172.30.1.1,172.30.1.250,2
72.8,172.30.1.1,172.30.1.250,9
72.9,172.30.1.250,172.30.1.1,73
73.0,172.30.1.1,172.30.1.250,51
73.1,172.30.1.250,172.30.1.1,53
73.2,172.30.1.1,172.30.1.250,51
73.3,172.30.1.1,172.30.1.250,41
73.4,172.30.1.1,172.30.1.250,79
73.5,172.30.1.1,172.30.1.250,88
73.6,172.30.1.250,172.30.1.1,11
73.7,172.30.1.1,172.30.1.250,13
73.8,172.30.1.1,172.30.1.250,75
73.9,172.30.1.1,172.30.1.250,10
74.0,172.30.1.1,172.30.1.250,39
74.1,172.30.1.250,172.30.1.1,28
74.2,172.30.1.1,172.30.1.250,21
74.3,172.30.1.1,172.30.1.250,81
74.4,172.30.1.1,172.30.1.250,65
74.5,172.30.1.1,172.30.1.250,99
74.6,172.30.1.1,172.30.1.250,93
74.7,172.30.1.250,172.30.1.1,82
74.8,172.30.1.250,172.30.1.1,30
74.9,172.30.1.1,172.30.1.250,32
75.0,172.30.1.1,172.30.1.250,77
75.1,172.30.1.1,172.30.1.250,97
75.2,172.30.1.250,172.30.1.1,22
75.3,172.30.1.250,172.30.1.1,80
75.4,172.30.1.1,172.30.1.250,96
75.5,172.30.1.250,172.30.1.1,74
75.6,172.30.1.1,172.30.1.250,72
75.7,172.30.1.250,172.30.1.1,79
75.8,172.30.1.1,172.30.1.250,80
75.9,172.30.1.1,172.30.1.250,56
76.0,172.30.1.1,172.30.1.250,56
76.1,172.30.1.250,172.30.1.1,35
76.2,172.30.1.250,172.30.1.1,45
76.3,172.30.1.250,172.30.1.1,39
76.4,172.30.1.1,172.30.1.250,4
76.5,172.30.1.1,172.30.1.250,36
76.6,172.30.1.1,172.30.1.250,11
76.7,172.30.1.250,172.30.1.1,64
76.8,172.30.1.1,172.30.1.250,74
76.9,172.30.1.250,172.30.1.1,94
77.0,172.30.1.250,172.30.1.1,57
77.1,172.30.1.250,172.30.1.1,73
77.2,172.30.1.250,172.30.1.1,41
77.3,172.30.1.250,172.30.1.1,64
77.4,172.30.1.1,172.30.1.250,7
77.5,172.30.1.1,172.30.1.250,43
77.6,172.30.1.250,172.30.1.1,10
77.7,172.30.1.250,172.30.1.1,22
77.8,172.30.1.1,172.30.1.250,90
77.9,172.30.1.1,172.30.1.250,56
78.0,172.30.1.250,172.30.1.1,78
78.1,172.30.1.1,172.30.1.250,47
78.2,172.30.1.250,172.30.1.1,49
78.3,172.30.1.1,172.30.1.250,43
78.4,172.30.1.250,172.30.1.1,6
78.5,172.30.1.250,172.30.1.1,82
78.6,172.30.1.1,172.30.1.250,42
78.7,172.30.1.1,172.30.1.250,86
78.8,172.30.1.1,172.30.1.250,32
78.9,172.30.1.250,172.30.1.1,84
79.0,172.30.1.250,172.30.1.1,77
79.1,172.30.1.250,172.30.1.1,42
79.2,172.30.1.1,172.30.1.250,84
79.3,172.30.1.1,172.30.1.250,44
79.4,172.30.1.1,172.30.1.250,83
79.5,172.30.1.250,172.30.1.1,50
79.6,172.30.1.1,172.30.1.250,90
79.7,172.30.1.250,172.30.1.1,39
79.8,172.30.1.250,172.30.1.1,82
79.9,172.30.1.250,172.30.1.1,16
80.0,172.30.1.250,172.30.1.1,94
80.1,172.30.1.250,172.30.1.1,67
80.2,172.30.1.1,172.30.1.250,85
80.3,172.30.1.1,172.30.1.250,46
80.4,172.30.1.1,172.30.1.250,39
80.5,172.30.1.1,172.30.1.250,27
80.6,172.30.1.1,172.30.1.250,98
80.7,172.30.1.1,172.30.1.250,28
80.8,172.30.1.250,172.30.1.1,19
80.9,172.30.1.1,172.30.1.250,100
81.0,172.30.1.1,172.30.1.250,98
81.1,172.30.1.250,172.30.1.1,94
81.2,172.30.1.250,172.30.1.1,4
81.3,172.30.1.250,172.30.1.1,98
81.4,172.30.1.250,172.30.1.1,76
81.5,172.30.1.1,172.30.1.250,20
81.6,172.30.1.1,172.30.1.250,88
81.7,172.30.1.250,172.30.1.1,21
81.8,172.30.1.250,172.30.1.1,5
81.9,172.30.1.1,172.30.1.250,86
82.0,172.30.1.250,172.30.1.1,56
82.1,172.30.1.250,172.30.1.1,96
82.2,172.30.1.250,172.30.1.1,57
82.3,172.30.1.1,172.30.1.250,30
82.4,172.30.1.1,172.30.1.250,100
82.5,172.30.1.1,172.30.1.250,24
82.6,172.30.1.1,172.30.1.250,73
82.7,172.30.1.250,172.30.1.1,59
82.8,172.30.1.250,172.30.1.1,99
82.9,172.30.1.1,172.30.1.250,67
83.0,172.30.1.1,172.30.1.250,20
83.1,172.30.1.250,172.30.1.1,77
83.2,172.30.1.1,172.30.1.250,32
83.3,172.30.1.1,172.30.1.250,61
83.4,172.30.1.250,172.30.1.1,70
83.5,172.30.1.250,172.30.1.1,91
83.6,172.30.1.250,172.30.1.1,15
83.7,172.30.1.1,172.30.1.250,97
83.8,172.30.1.1,172.30.1.250,57
83.9,172.30.1.250,172.30.1.1,18
84.0,172.30.1.250,172.30.1.1,11
84.1,172.30.1.250,172.30.1.1,28
84.2,172.30.1.250,172.30.1.1,44
84.3,172.30.1.250,172.30.1.1,53
84.4,172.30.1.1,172.30.1.250,64
84.5,172.30.1.1,172.30.1.250,49
84.6,172.30.1.250,172.30.1.1,47
84.7,172.30.1.1,172.30.1.250,40
84.8,172.30.1.250,172.30.1.1,91
84.9,172.30.1.250,172.30.1.1,18
85.0,172.30.1.1,172.30.1.250,36
85.1,172.30.1.250,172.30.1.1,60
85.2,172.30.1.250,172.30.1.1,17
85.3,172.30.1.250,172.30.1.1,60
85.4,172.30.1.1,172.30.1.250,0
85.5,172.30.1.250,172.30.1.1,2
85.6,172.30.1.1,172.30.1.250,19
85.7,172.30.1.250,172.30.1.1,93
85.8,172.30.1.250,172.30.1.1,54
85.9,172.30.1.1,172.30.1.250,36
86.0,172.30.1.1,172.30.1.250,15
86.1,172.30.1.1,172.30.1.250,53
86.2,172.30.1.250,172.30.1.1,79
86.3,172.30.1.1,172.30.1.250,14
86.4,172.30.1.250,172.30.1.1,63
86.5,172.30.1.250,172.30.1.1,2
86.6,172.30.1.250,172.30.1.1,73
86.7,172.30.1.1,172.30.1.250,18
86.8,172.30.1.1,172.30.1.250,0
86.9,172.30.1.250,172.30.1.1,30
87.0,172.30.1.250,172.30.1.1,23
87.1,172.30.1.250,172.30.1.1,10
87.2,172.30.1.250,172.30.1.1,46
87.3,172.30.1.1,172.30.1.250,67
87.4,172.30.1.250,172.30.1.1,100
87.5,172.30.1.250,172.30.1.1,70
87.6,172.30.1.1,172.30.1.250,60
87.7,172.30.1.1,172.30.1.250,49
87.8,172.30.1.250,172.30.1.1,32
87.9,172.30.1.250,172.30.1.1,45
88.0,172.30.1.250,172.30.1.1,44
88.1,172.30.1.1,172.30.1.250,84
88.2,172.30.1.250,172.30.1.1,98
88.3,172.30.1.250,172.30.1.1,96
88.4,172.30.1.1,172.30.1.250,5
88.5,172.30.1.1,172.30.1.250,43
88.6,172.30.1.250,172.30.1.1,22
88.7,172.30.1.250,172.30.1.1,87
88.8,172.30.1.1,172.30.1.250,89
88.9,172.30.1.1,172.30.1.250,23
89.0,172.30.1.250,172.30.1.1,8
89.1,172.30.1.250,172.30.1.1,58
89.2,172.30.1.1,172.30.1.250,25
89.3,172.30.1.1,172.30.1.250,25
89.4,172.30.1.250,172.30.1.1,40
89.5,172.30.1.250,172.30.1.1,65
89.6,172.30.1.1,172.30.1.250,69
89.7,172.30.1.1,172.30.1.250,4
89.8,172.30.1.250,172.30.1.1,24
89.9,172.30.1.1,172.30.1.250,99
90.0,172.30.1.1,172.30.1.250,83
90.1,172.30.1.1,172.30.1.250,15
90.2,172.30.1.250,172.30.1.1,55
90.3,172.30.1.250,172.30.1.1,95
90.4,172.30.1.1,172.30.1.250,49
90.5,172.30.1.1,172.30.1.250,23
90.6,172.30.1.1,172.30.1.250,63
90.7,172.30.1.1,172.30.1.250,66
90.8,172.30.1.1,172.30.1.250,10
90.9,172.30.1.250,172.30.1.1,10
91.0,172.30.1.1,172.30.1.250,23
91.1,172.30.1.250,172.30.1.1,41
91.2,172.30.1.1,172.30.1.250,41
91.3,172.30.1.250,172.30.1.1,39
91.4,172.30.1.1,172.30.1.250,91
91.5,172.30.1.1,172.30.1.250,88
91.6,172.30.1.1,172.30.1.250,57
91.7,172.30.1.1,172.30.1.250,45
91.8,172.30.1.250,172.30.1.1,55
91.9,172.30.1.1,172.30.1.250,7
92.0,172.30.1.1,172.30.1.250,81
92.1,172.30.1.1,172.30.1.250,65
92.2,172.30.1.250,172.30.1.1,86
92.3,172.30.1.1,172.30.1.250,3
92.4,172.30.1.1,172.30.1.250,77
92.5,172.30.1.250,172.30.1.1,56
92.6,172.30.1.1,172.30.1.250,8
92.7,172.30.1.1,172.30.1.250,82
92.8,172.30.1.1,172.30.1.250,49
92.9,172.30.1.250,172.30.1.1,4
93.0,172.30.1.250,172.30.1.1,86
93.1,172.30.1.1,172.30.1.250,47
93.2,172.30.1.1,172.30.1.250,97
93.3,172.30.1.1,172.30.1.250,17
93.4,172.30.1.250,172.30.1.1,50
93.5,172.30.1.1,172.30.1.250,35
93.6,172.30.1.1,172.30.1.250,14
93.7,172.30.1.1,172.30.1.250,23
93.8,172.30.1.1,172.30.1.250,49
93.9,172.30.1.250,172.30.1.1,15
94.0,172.30.1.1,172.30.1.250,33
94.1,172.30.1.250,172.30.1.1,27
94.2,172.30.1.250,172.30.1.1,36
94.3,172.30.1.250,172.30.1.1,62
94.4,172.30.1.1,172.30.1.250,17
94.5,172.30.1.250,172.30.1.1,57
94.6,172.30.1.1,172.30.1.250,91
94.7,172.30.1.1,172.30.1.250,11
94.8,172.30.1.250,172.30.1.1,40
94.9,172.30.1.250,172.30.1.1,90
95.0,172.30.1.1,172.30.1.250,69
95.1,172.30.1.1,172.30.1.250,38
95.2,172.30.1.250,172.30.1.1,91
95.3,172.30.1.250,172.30.1.1,89
95.4,172.30.1.250,172.30.1.1,46
95.5,172.30.1.250,172.30.1.1,15
95.6,172.30.1.250,172.30.1.1,17
95.7,172.30.1.1,172.30.1.250,63
95.8,172.30.1.1,172.30.1.250,70
95.9,172.30.1.250,172.30.1.1,59
96.0,172.30.1.250,172.30.1.1,70
96.1,172.30.1.1,172.30.1.250,11
96.2,172.30.1.1,172.30.1.250,50
96.3,172.30.1.250,172.30.1.1,92
96.4,172.30.1.1,172.30.1.250,52
96.5,172.30.1.250,172.30.1.1,73
96.6,172.30.1.1,172.30.1.250,40
96.7,172.30.1.250,172.30.1.1,57
96.8,172.30.1.1,172.30.1.250,66
96.9,172.30.1.1,172.30.1.250,99
97.0,172.30.1.250,172.30.1.1,75
97.1,172.30.1.1,172.30.1.250,16
97.2,172.30.1.1,172.30.1.250,7
97.3,172.30.1.250,172.30.1.1,66
97.4,172.30.1.1,172.30.1.250,21
97.5,172.30.1.1,172.30.1.250,90
97.6,172.30.1.1,172.30.1.250,66
97.7,172.30.1.250,172.30.1.1,10
97.8,172.30.1.1,172.30.1.250,81
97.9,172.30.1.250,172.30.1.1,35
98.0,172.30.1.1,172.30.1.250,38
98.1,172.30.1.250,172.30.1.1,11
98.2,172.30.1.250,172.30.1.1,21
98.3,172.30.1.250,172.30.1.1,74
98.4,172.30.1.1,172.30.1.250,84
98.5,172.30.1.250,172.30.1.1,77
98.6,172.30.1.1,172.30.1.250,72
98.7,172.30.1.1,172.30.1.250,3
98.8,172.30.1.1,172.30.1.250,82
98.9,172.30.1.250,172.30.1.1,33
99.0,172.30.1.250,172.30.1.1,98
99.1,172.30.1.250,172.30.1.1,79
99.2,172.30.1.250,172.30.1.1,63
99.3,172.30.1.250,172.30.1.1,69
99.4,172.30.1.1,172.30.1.250,38
99.5,172.30.1.1,172.30.1.250,87
99.6,172.30.1.1,172.30.1.250,58
99.7,172.30.1.1,172.30.1.250,7
99.8,172.30.1.1,172.30.1.250,53
99.9,172.30.1.1,172.30.1.250,26
100.0,172.30.1.1,172.30.1.250,18
