Time,machine,slice,direction,Source,Destination,Length,time_bin,time_bin_sa
2228.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2230.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.05,2200.0,2230.0
2231.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2233.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2233.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2235.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.4,2200.0,2235.0
2237.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2237.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2238.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.92,2200.0,2238.0
2240.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2242.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2243.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2244.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2246.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2248.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2249.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2249.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2251.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2251.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2253.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2254.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2255.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2257.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2259.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,55.86,2200.0,2259.0
2261.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2263.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2264.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2265.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2265.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2267.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2268.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.33,2200.0,2268.0
2270.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2270.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2272.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2274.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2275.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.2,2200.0,2275.0
2277.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2279.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2281.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.04,2200.0,2281.0
2282.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.82,2200.0,2282.0
2284.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2285.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2286.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2287.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.65,2200.0,2287.0
2288.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2290.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2292.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2293.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2294.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2296.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2297.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2298.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2299.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.27,2200.0,2299.0
2301.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2302.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2304.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2306.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.78,2300.0,2306.0
2306.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2307.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2309.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.41,2300.0,2309.0
2310.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.04,2300.0,2310.0
2311.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2313.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2315.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.37,2300.0,2315.0
2316.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2326.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2356.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2386.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2396.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,75.31,2300.0,2396.0
2416.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2426.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.68,2400.0,2426.0
2431.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
2441.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
2441.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.1,2400.0,2441.0
2443.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,62.84,2400.0,2443.0
2444.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.5,2400.0,2444.0
2445.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.46,2400.0,2445.0
2446.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.61,2400.0,2446.0
2448.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.49,2400.0,2448.0
2449.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.98,2400.0,2449.0
2450.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.31,2400.0,2450.0
2452.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.94,2400.0,2452.0
2453.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,72.37,2400.0,2453.0
2454.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.75,2400.0,2454.0
2456.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.54,2400.0,2456.0
2458.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.03,2400.0,2458.0
2459.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,55.97,2400.0,2459.0
2459.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,59.62,2400.0,2459.0
2460.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,61.55,2400.0,2460.0
2461.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.29,2400.0,2461.0
2462.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.11,2400.0,2462.0
2464.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.18,2400.0,2464.0
2464.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.73,2400.0,2464.0
2465.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.11,2400.0,2465.0
2465.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,73.9,2400.0,2465.0
2467.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.54,2400.0,2467.0
2469.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.52,2400.0,2469.0
2470.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.94,2400.0,2470.0
2470.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.62,2400.0,2470.0
2471.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,50.72,2400.0,2471.0
2473.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.45,2400.0,2473.0
2475.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,75.42,2400.0,2475.0
2476.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.12,2400.0,2476.0
2477.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,61.88,2400.0,2477.0
2478.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.31,2400.0,2478.0
2478.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,53.11,2400.0,2478.0
2479.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,74.53,2400.0,2479.0
2480.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.88,2400.0,2480.0
2481.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.34,2400.0,2481.0
2483.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.29,2400.0,2483.0
2484.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.38,2400.0,2484.0
2486.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.35,2400.0,2486.0
2488.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,62.51,2400.0,2488.0
2489.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.34,2400.0,2489.0
2490.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.31,2400.0,2490.0
2491.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.4,2400.0,2491.0
2492.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.51,2400.0,2492.0
2492.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.74,2400.0,2492.0
2493.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.53,2400.0,2493.0
2494.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.17,2400.0,2494.0
2496.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.5,2400.0,2496.0
2497.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,48.35,2400.0,2497.0
2499.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.95,2400.0,2499.0
2499.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.42,2400.0,2499.0
2500.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,58.59,2500.0,2500.0
2502.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.23,2500.0,2502.0
2503.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.47,2500.0,2503.0
2505.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.08,2500.0,2505.0
2506.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.17,2500.0,2506.0
2506.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.95,2500.0,2506.0
2508.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.79,2500.0,2508.0
2510.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,75.77,2500.0,2510.0
2510.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.85,2500.0,2510.0
2511.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.64,2500.0,2511.0
2512.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.45,2500.0,2512.0
2513.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.84,2500.0,2513.0
2515.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,78.29,2500.0,2515.0
2517.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.1,2500.0,2517.0
2519.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.59,2500.0,2519.0
2521.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.46,2500.0,2521.0
2522.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.78,2500.0,2522.0
2523.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.52,2500.0,2523.0
2525.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,52.7,2500.0,2525.0
2526.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.89,2500.0,2526.0
2527.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,67.47,2500.0,2527.0
2528.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,67.5,2500.0,2528.0
2530.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.59,2500.0,2530.0
2531.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,71.94,2500.0,2531.0
2533.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.13,2500.0,2533.0
2534.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,81.69,2500.0,2534.0
2534.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.33,2500.0,2534.0
2536.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.21,2500.0,2536.0
2538.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,61.46,2500.0,2538.0
2540.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.64,2500.0,2540.0
2540.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.96,2500.0,2540.0
2542.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,76.05,2500.0,2542.0
3042.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.72,3000.0,3042.0
3542.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.36,3500.0,3542.0
4042.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
4542.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5042.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.84,5000.0,5042.0
5052.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5057.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5087.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5117.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5147.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5152.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.08,5100.0,5152.0
5182.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.02,5100.0,5182.0
5202.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.89,5200.0,5202.0
5212.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5217.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5227.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5257.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.96,5200.0,5257.0
5277.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5297.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5327.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5332.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,64.17,5300.0,5332.0
5362.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5363.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.86,5300.0,5363.0
5363.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5364.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5366.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5366.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5368.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5370.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,45.06,5300.0,5370.0
5370.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5371.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5371.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5373.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5375.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5376.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5377.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5378.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5379.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5380.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5381.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5381.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5382.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5383.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5383.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,65.71,5300.0,5383.0
5385.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5385.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,58.86,5300.0,5385.0
5387.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5388.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5389.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.38,5300.0,5389.0
5390.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5391.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,56.22,5300.0,5391.0
5391.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5392.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5394.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5394.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.97,5300.0,5394.0
5396.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.12,5300.0,5396.0
5398.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5398.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5399.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5400.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5401.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5402.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.27,5400.0,5402.0
5404.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5405.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,73.82,5400.0,5405.0
5407.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5409.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5410.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5412.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5412.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5413.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.18,5400.0,5413.0
5413.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5414.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5414.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5415.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5416.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.4,5400.0,5416.0
5418.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5419.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.35,5400.0,5419.0
5420.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.22,5400.0,5420.0
5421.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.35,5400.0,5421.0
5422.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5423.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5424.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5424.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5426.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5428.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5429.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,66.98,5400.0,5429.0
5431.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5433.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.42,5400.0,5433.0
5434.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5436.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5438.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5439.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.39,5400.0,5439.0
5440.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5442.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5443.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5445.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.76,5400.0,5445.0
5447.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5447.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.75,5400.0,5447.0
5448.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5449.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.63,5400.0,5449.0
5450.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5452.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5454.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5455.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5456.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.62,5400.0,5456.0
5458.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5459.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5459.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5461.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5463.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5465.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5465.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5467.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.96,5400.0,5467.0
5469.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.8,5400.0,5469.0
5470.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5472.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5473.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5474.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5476.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5477.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5479.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.76,5400.0,5479.0
5480.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5482.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5483.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,54.31,5400.0,5483.0
5484.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.36,5400.0,5484.0
5486.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5487.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5489.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.23,5400.0,5489.0
5490.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5492.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.98,5400.0,5492.0
5494.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5495.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.6,5400.0,5495.0
5496.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.64,5400.0,5496.0
5497.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.68,5400.0,5497.0
5499.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.68,5400.0,5499.0
5501.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.79,5500.0,5501.0
5502.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.57,5500.0,5502.0
5504.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.88,5500.0,5504.0
5524.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5544.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5554.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5564.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.26,5500.0,5564.0
5584.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.29,5500.0,5584.0
5604.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5634.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.04,5600.0,5634.0
5634.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.16,5600.0,5634.0
5635.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,57.16,5600.0,5635.0
5636.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.11,5600.0,5636.0
5637.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.0,5600.0,5637.0
5637.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.0,5600.0,5637.0
5639.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,66.58,5600.0,5639.0
5641.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,79.9,5600.0,5641.0
5642.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.49,5600.0,5642.0
5643.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.08,5600.0,5643.0
5644.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.6,5600.0,5644.0
5645.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.43,5600.0,5645.0
5650.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5670.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.41,5600.0,5670.0
5675.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.12,5600.0,5675.0
5695.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5700.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5720.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5750.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5755.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,52.74,5700.0,5755.0
5785.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5790.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5795.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
5805.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
5807.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,76.06,5800.0,5807.0
5809.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.66,5800.0,5809.0
5810.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.93,5800.0,5810.0
5811.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.37,5800.0,5811.0
5813.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,78.23,5800.0,5813.0
5813.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.46,5800.0,5813.0
5814.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.14,5800.0,5814.0
5816.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.64,5800.0,5816.0
